Topic,Title,Context,date,media,country,Security,Symbol,title_sentiment,context_sentiment,sentiment,day_sentiment,sentiment_cat,day_sent_cat,daybefore,dayafter,dayBefore_sent_cat,dayAfter_sent_cat
Cases,Winnipeg zoo giving COVID-19 vaccine to 55 animals including tigers and snow leopards,"There has not been a diagnosed case of COVID-19 at the Winnipeg zoo. There have been cases among animals at other zoos in North America, especially among large cats. Last year, three snow leopards died at the Lincoln Children's Zoo in Nebraska.",2022-03-09,panow.com,Global,,,0.0,0.02232142857142857,0.011160714285714284,-0.03067694805194805,positive,negative,2022-03-08,2022-03-10,0.12369572829131652,0.031961309523809524
Cases,Purveyor of fake COVID-19 vaccines sentenced,"The case was investigated by the FDA Office of Criminal Investigations, Homeland Security Investigations, and the Seattle Police Department. The case is being prosecuted by Assistant United States Attorneys Brian Werner and Andrew Friedman. Mr. Werner serves as the COVID-19 fraud coordinator for the U.S. Attorney's Office.",2022-03-09,shorenewsnetwork.com,Global,,,-0.5,-0.4,-0.45,-0.03067694805194805,negative,negative,2022-03-08,2022-03-10,0.12369572829131652,0.031961309523809524
Testing,COVID-19 vaccine exemption legislation dies in Legislature, Joe Sneve Sioux Falls Argus Leader PIERRE | Employee protections against private COVID-19 mandates are the latest issue of gridlock at the South Dakota Capitol. Lawmakers on a conference committee of the state House and Senate on Tuesday were unable to overcome disagreement in the Legislature and with Gov. Kristi Noem about whether employers should be able to require workers get inoculated against the pandemic-inducing virus.,2022-03-10,rapidcityjournal.com,Global,,,0.0,0.125,0.0625,0.031961309523809524,positive,positive,2022-03-09,2022-03-11,-0.03067694805194805,0.06584999999999999
Shortages,Moderna to establish first Covid-19 vaccine plant in Kenya,"(Ecofin Agency) - To address the shortage of Covid-19 vaccines in Africa, Africa CDC says it wants to promote local vaccine production on the continent. The institution seeks to produce 60% of the vaccines used on the continent by 2040, with the support of international partners.",2022-03-10,ecofinagency.com,Global,Moderna,MRNA,0.25,0.06666666666666667,0.15833333333333333,0.031961309523809524,positive,positive,2022-03-09,2022-03-11,-0.03067694805194805,0.06584999999999999
Covid19,"Interim Statement on COVID-19 vaccines in the context of the circulation of the Omicron SARS-CoV-2 Variant from the WHO Technical Advisory Group on COVID-19 Vaccine Composition (TAG-CO-VAC), 08 March 2022","While the body of evidence on the immune response to Omicron following infection is rapidly growing, data on breadth, magnitude, and durability of humoral and cell-mediated immune responses to variants from variant-specific candidate vaccines using different vaccine platforms remain limited. In addition to the current COVID-19 vaccines, there are many other COVID-19 vaccines in various stages of clinical and preclinical development. Any decision from the TAG-CO-VAC on COVID-19 vaccine composition would apply primarily to current COVID-19 vaccines.",2022-03-10,who.int,,,,0.0,0.037946428571428575,0.018973214285714288,0.031961309523809524,positive,positive,2022-03-09,2022-03-11,-0.03067694805194805,0.06584999999999999
Covid19,China donates 3rd batch of COVID-19 vaccines to UNRWA-Xinhua,"The vaccines had already been delivered to three UNRWA fields of operation, namely Jordan, Lebanon and Syria, by the last week of February, which would help protect the Palestinian refugees and contribute to the national vaccination programs of host countries, it added. ""This generous donation came as China's immediate response to the agency's needs amid global constraints in COVID-19 vaccine supply, as well as emerging uncertainties around the vaccination rollouts across the region,"" it noted. Through the donation, the Chinese government ""sends a clear message of solidarity with Palestinian refugees, who have been made increasingly vulnerable by the pandemic and enduring regional conflict,"" it added. Akihiro Seita, director of the UNRWA Department of Health, said the donation ""provides a ",2022-03-10,xinhuanet.com,Global,,,0.0,-0.07999999999999999,-0.039999999999999994,0.031961309523809524,negative,positive,2022-03-09,2022-03-11,-0.03067694805194805,0.06584999999999999
Covid19,China donates 3rd batch of COVID-19 vaccines to UNRWA,"The vaccines had already been delivered to three UNRWA fields of operation, namely Jordan, Lebanon and Syria, by the last week of February, which would help protect the Palestinian refugees and contribute to the national vaccination programs of host countries, it added. ""This generous donation came as China's immediate response to the agency's needs amid global constraints in COVID-19 vaccine supply, as well as emerging uncertainties around the vaccination rollouts across the region,"" it noted. Through the donation, the Chinese government ""sends a clear message of solidarity with Palestinian refugees, who have been made increasingly vulnerable by the pandemic and enduring regional conflict,"" it added. Akihiro Seita, director of the UNRWA Department of Health, said the donation ""provides a ",2022-03-10,arabherald.com,Global,,,0.0,-0.07999999999999999,-0.039999999999999994,0.031961309523809524,negative,positive,2022-03-09,2022-03-11,-0.03067694805194805,0.06584999999999999
Covid19,St. Martin News Network - CPS COVID-19 Vaccine Clinic Reopens on Monday.,"You must bring with you your vaccination card and a form of Identification (ID). Everyone is urged to come and get their COVID-19 vaccine. Walk-ins are welcome for their 1st, 2nd, and 3rd doses of the vaccine.",2022-03-11,smn-news.com,Global,,,0.0,0.26666666666666666,0.13333333333333333,0.06584999999999999,positive,positive,2022-03-10,2022-03-12,0.031961309523809524,0.12004591836734695
Cases,Africa: Over 253 Million Covid-19 Vaccinations Administered Across Continent,"As of March 8, 2022, confirmed cases of Covid-19 from 55 African countries reached 11,273,204 while over 253,338,999 vaccinations have been administered across the continent. Reported deaths in Africa reached 249,384 and 10,433,797 people have recovered.",2022-03-11,allafrica.com,Global,,,0.0,0.2,0.1,0.06584999999999999,positive,positive,2022-03-10,2022-03-12,0.031961309523809524,0.12004591836734695
Covid19,Idaho Senate panel approves COVID-19 vaccine mandate ban | Boise State Public Radio,"Senate Republicans are moving forward with their attempt to ban most COVID-19 vaccine mandates for private businesses. The bill approved by a Senate committee Thursday would only allow these mandates for hospitals and businesses affected by federal vaccine requirements. Companies with employees who travel to states or countries with vaccine mandates could also require those workers to get the shot with proper notice. ""We're just trying to keep from having discrimination against people,"" said Senate Pro Tem Chuck Winder, who sponsors the bill. ""We also believe that it's really no one else's business whether you're vaccinated or you're not,""",2022-03-11,boisestatepublicradio.org,,,,0.0,0.08,0.04,0.06584999999999999,positive,positive,2022-03-10,2022-03-12,0.031961309523809524,0.12004591836734695
Cases,COVID-19 vaccination challenge: what have we learned from the Brazilian process?,"Despite a long tradition of strong primary health-care systems, some Latin American countries—such as Brazil and Mexico—have suffered the worst during the pandemic. Political denialism and conflict, lack of resources, and weak institutional contexts within federalised systems can account for high case numbers and mortality within these countries. Fernandez M Machado C What are the political Challenges of COVID-19 in Latin America?. in: Fernandez M Machado C Covid-19's political challenges in Latin America.",2022-03-11,thelancet.com,Global,,,0.0,-0.043166666666666666,-0.021583333333333333,0.06584999999999999,negative,positive,2022-03-10,2022-03-12,0.031961309523809524,0.12004591836734695
Covid19,COVID-19 Vaccination Tied to Decline in Distress in US Adults,"Vaccinated and never-vaccinated respondents followed similar Patient Health Questionnaire 4 trends before vaccination but diverged significantly after vaccination. There was variance observed in the effect of vaccination on distress by race/ethnicity, with the largest declines observed among American Indian and Alaska Native individuals. Continue Reading ""Our study documents important psychological benefits of vaccination beyond reducing the risk of severe illness and death associated with COVID-19,""",2022-03-11,neurologyadvisor.com,Global,,,0.0,0.155,0.0775,0.06584999999999999,positive,positive,2022-03-10,2022-03-12,0.031961309523809524,0.12004591836734695
Cases,"Fourth dose of Covid-19 vaccine is being 'kept under review', says Health Secretary","They will be offered the extra dose six months after their last injection. Coronavirus cases have increased week-on-week across England, Scotland, Wales and Northern Ireland for the first time since January. It is estimated that 2.6 million people have contracted the virus, compared to 2.4 million last week.",2022-03-12,derbytelegraph.co.uk,,,,0.0,0.0625,0.03125,0.12004591836734695,positive,positive,2022-03-11,2022-03-13,0.06584999999999999,0.08638257575757577
Covid19,"Bill to ban COVID-19 vaccination proof for colleges, hospitals and government advances to full Senate","Through an amendment adopted by members of the House, the law would not be enforced for private entities that rent or lease property from government agencies. No debate or discussion was had on the proposed law during Thursday's Senate Judiciary meeting. The bill, as it is written, would prohibit the listed facilities from asking questions regarding someone's vaccination status or inquiring if a person is exhibiting COVID-19 symptoms.",2022-03-12,loganbanner.com,Global,,,0.35,0.0,0.175,0.12004591836734695,positive,positive,2022-03-11,2022-03-13,0.06584999999999999,0.08638257575757577
Testing,The Duke and Duchess of Sussex have signed an open letter calling out COVID-19 vaccine inequality,"The letter began: ""Two years since the World Health Organization (WHO) declared COVID-19 a global pandemic – and faced with disturbingly unequal access to COVID-19 vaccines – we urge world leaders to do what is necessary to end this crisis and unite behind a People's Vaccine."" It calls for the UK, the EU and Switzerland for ""block[ing] the lifting of intellectual property rules which would enable the redistribution and scale-up of COVID-19 vaccines, test and treatment manufacturing in the global south."" They declared it ""immoral"" and ""self-defeating"" and a scientific ""failure"" before calling for a People's Vaccine.",2022-03-12,hometownregister.com,Global,,,0.0,-0.13095238095238096,-0.06547619047619048,0.12004591836734695,negative,positive,2022-03-11,2022-03-13,0.06584999999999999,0.08638257575757577
Testing,Pfizer-BioNTech COVID-19 vaccine greatly reduces risk of Omicron infection among children: CDC,"视频播放位置下载安装Flash播放器 WASHINGTON, March 11 (Xinhua) -- Two doses of Pfizer-BioNTech COVID-19 vaccine greatly reduced the risk of Omicron infection among children aged 5 to 15, according to a study published by the U.S. Centers for Disease Control and Prevention (CDC) on Friday. Children and adolescents aged 5 to 15 were tested for SARS-CoV-2 weekly, irrespective of symptoms, during July 2021 to February 2022, according to the CDC. Approximately one half of Omicron infections in unvaccinated children and adolescents were asymptomatic, according to the CDC.",2022-03-12,china.org.cn,China,Pfizer,PFE,0.8,0.006666666666666682,0.4033333333333334,0.12004591836734695,positive,positive,2022-03-11,2022-03-13,0.06584999999999999,0.08638257575757577
Masks,Panel opts against COVID-19 vaccine requirement for Washington schools,"That means the group will recommend against adding the COVID-19 vaccine to the state's administrative code when it presents its findings to the board. Related: Indoor, school mask mandates will end March 12 as COVID-19 rates fall ""We need to keep our eye on the long term of what we're trying to accomplish, and I think that's community health overall,"" Greg Lynch, a member of the advisory group and superintendent of the Olympic Educational Service District 114, said during the Feb. 24 meeting. ""We can't afford right now to create a movement where the call is 'Go fast now,' without having a complete picture (of long-term data), which I worry about.""",2022-03-12,kitsapsun.com,Global,,,0.0,0.11224489795918367,0.05612244897959184,0.12004591836734695,positive,positive,2022-03-11,2022-03-13,0.06584999999999999,0.08638257575757577
Cases,India's cumulative COVID-19 vaccination coverage crosses 180 crore landmark,"Keep following COVID appropriate behaviour even after getting vaccinated. #SabkoVaccineMuftVaccine"" tweeted Dr Mandaviya. Let us know! ðŸ'‚ What type of content would you like to see from us this year?— HubSpot (@HubSpot) Meanwhile, India recorded 3,614 fresh COVID-19 cases in the past 24 hours with a positivity rate of 0.44 per cent, the Ministry of Health and Family Welfare informed on Saturday. Advertisement",2022-03-13,freepressjournal.in,India,,,0.0,0.16875,0.084375,0.08638257575757577,positive,positive,2022-03-12,2022-03-14,0.12004591836734695,0.10156058802308802
Cases,COVID-19 Vaccine Booster Provides Substantial Protection Against Hospitalization: Study,"The study was published by the New England Journal of Medicine following peer review. The study team also looked at the effectiveness of a booster of Moderna's jab, but could not ascertain how well it worked against severe, critical, or fatal COVID-19 because no cases were recorded in the booster group and only three were recorded in the nonboosted cohort. However, they were able to find that both the Pfizer and Moderna boosters provided little protection against infection from Omicron, a variant of the CCP (Chinese Communist Party) virus.",2022-03-13,theepochtimes.com,Global,"Moderna, Pfizer",,0.0,0.06412337662337662,0.03206168831168831,0.08638257575757577,positive,positive,2022-03-12,2022-03-14,0.12004591836734695,0.10156058802308802
Testing,Marshfield: Where can I get a COVID-19 vaccine or booster shot?,"The booster interval recommendation for people who received the Johnson & Johnson vaccine remains at two months. MORE:Where can I get tested for COVID-19 in the Marshfield area? MORE: In Wisconsin, COVID-19 is now the leading cause of death in the line of duty for police officers and firefighters In January the CDC recommended a single booster dose of the Pfizer COVID-19 vaccine for youths ages 12-15.",2022-03-13,marshfieldnewsherald.com,Global,"Johnson & Johnson, Pfizer",,0.0,0.2142857142857143,0.10714285714285715,0.08638257575757577,positive,positive,2022-03-12,2022-03-14,0.12004591836734695,0.10156058802308802
Covid19,Serbia in talks to start producing nasal COVID-19 vaccine,"When used together with the traditional intramuscular vaccine, the nasal vaccine could guarantee full protection against COVID-19, Popovic said. Serbia started the serial production of Russia's Sputnik V COVID-19 vaccine at the Torlak immunology institute in Belgrade in June. The country is also in talks to start the production of the single-dose coronavirus vaccine Sputnik Light, the government said.",2022-03-13,seenews.com,Global,,,0.0,0.25,0.125,0.08638257575757577,positive,positive,2022-03-12,2022-03-14,0.12004591836734695,0.10156058802308802
Covid19,U.S. and Germany Provide a Refrigerated Truck and IT Equipment to Support the COVID-19 Vaccination Effort in Laos,"We congratulate the Government of Lao PDR – in particular, the Ministry of Health – on their steady progress towards protecting all those who are eligible with COVID-19 vaccines."" By U.S. Mission Laos | 11 January, 2022 | Topics: Press Releases",2022-03-13,la.usembassy.gov,,,,0.0,0.16666666666666666,0.08333333333333333,0.08638257575757577,positive,positive,2022-03-12,2022-03-14,0.12004591836734695,0.10156058802308802
Falsehoods,"Britney Spears rolls up her sleeve for the COVID-19 vaccine: ""It was nothing!""","Spears, 39, also had a special message to fans who might still be on the fence about getting the COVID-19 shot. When Asghari, 27, asked the Grammy winner what she thought about getting the jab, she took a moment to relay to her followers that it was painless. ""The people on the internet said it was really, really bad like it was a bullet through your arm,"" said Spears, who then shrugged off the rumor. ""It was nothing. I felt nothing,"" she refuted through a wide smile. ""I'm fine and I hope I continue to stay fine.""",2022-03-14,island106.com,Global,,,0.0,0.11507936507936511,0.05753968253968256,0.10156058802308802,positive,positive,2022-03-13,2022-03-15,0.08638257575757577,0.08779870129870129
Testing,"A 4th dose of Covid-19 vaccine will be needed, Pfizer's CEO says, but the company is working on a shot to handle all variants","Kids under 5 might soon be able to get vaccinated Currently, children ages 5 to 11 are eligible for two pediatric doses of Pfizer's Covid-19 vaccine but are not yet eligible for a booster. Pfizer is testing a third dose in that age group now. And kids under age 5 are not yet eligible for a Covid-19 vaccine — though that could change this spring, Bourla said.",2022-03-14,kvia.com,Global,Pfizer,PFE,0.0,0.16666666666666666,0.08333333333333333,0.10156058802308802,positive,positive,2022-03-13,2022-03-15,0.08638257575757577,0.08779870129870129
Testing,"4th dose of COVID-19 vaccine will be needed, Pfizer's CEO says","Kids under 5 might soon be able to get vaccinated Currently, children ages 5 to 11 are eligible for two pediatric doses of Pfizer's COVID-19 vaccine but are not yet eligible for a booster. Pfizer is testing a third dose in that age group now. And kids under age 5 are not yet eligible for a COVID-19 vaccine — though that could change this spring, Bourla said.",2022-03-14,wishtv.com,Global,Pfizer,PFE,0.0,0.16666666666666666,0.08333333333333333,0.10156058802308802,positive,positive,2022-03-13,2022-03-15,0.08638257575757577,0.08779870129870129
Cases,New Zealanders Can Schedule Appointments for Maryland-Created COVID-19 Vaccine,"The MoH recently reported a significant increase in the COVID-19 pandemic. On March 13, 2022, 14,494 new community cases, 896 people in hospital with the virus, and eight COVID-19 related deaths were confirmed. To notify international travelers of their health risks, the U.S. CDC issued a Level 4: Very High Level of COVID-19 in New Zealand on March 7, 2022.",2022-03-14,precisionvaccinations.com,Global,,,0.13636363636363635,0.15696590909090907,0.1466647727272727,0.10156058802308802,positive,positive,2022-03-13,2022-03-15,0.08638257575757577,0.08779870129870129
Covid19,"Coronavirus vaccine update: Fourth dose of COVID-19 vaccine will be needed, Pfizer's CEO says","To help fend off another wave of COVID-19, people will need a fourth dose of vaccine, Pfizer CEO Albert Bourla said. ""Many variants are coming, and Omicron was the first one that was able to evade - in a skillful way - the immune protection that we're giving,"" Mr Bourla told CBS' Face the Nation. LIVE UPDATES:Fury over NSW flood response revelations The Pfizer vaccine could be approved for children under the age of 12 by Christmas as Australia ramps up efforts to protect more people from COVID-19. / To help fend off another wave of COVID-19, people will need a fourth dose of vaccine, Pfizer CEO Albert Bourla said yesterday. (Diego Puletto/Getty) ""The protection we are getting from the third (dose) it is good enough - actually quite good for hospitalisations and deaths.""",2022-03-14,9news.com.au,Australia,Pfizer,PFE,0.0,0.27386363636363636,0.13693181818181818,0.10156058802308802,positive,positive,2022-03-13,2022-03-15,0.08638257575757577,0.08779870129870129
Covid19,"NBA's Durant Questions COVID-19 Vaccine Mandate, Says Mayor Wants Attention","NBA's Durant Questions COVID-19 Vaccine Mandate, Says Mayor Wants Attention | 14 March 2022 | Basketball star Kevin Durant on March 13 questioned why New York City's mayor has kept a COVID-19 vaccine mandate for private employers in place, alleging the mayor wants attention. ""It's ridiculous. I don't understand it at all. It just feels like, at this point now, someone is trying to make a statement or point to flex their authority,""",2022-03-15,legitgov.org,,,,0.2,0.04060606060606061,0.12030303030303031,0.08779870129870129,positive,positive,2022-03-14,2022-03-16,0.10156058802308802,0.09845687645687645
Covid19,"Children - Children aged between 12 and 15 eligible for Covid-19 vaccination, 60 years or older may receive booster doses from March 16","The health ministry did not respond to a query from this newspaper whether the NTAGI had approved the decision. India's drug regulatory agency had last month approved Corbevax under emergency use authorisation for the 12-18 years age group. Clinical trials on Corbevax have demonstrated that it generates a superior immune response than Covishield, produced by the Pune-based Serum Institute of India, against the ancestral Wuhan strain and the delta variant of the coronavirus.",2022-03-15,telegraphindia.com,Global,,,0.033333333333333326,0.35,0.19166666666666665,0.08779870129870129,positive,positive,2022-03-14,2022-03-16,0.10156058802308802,0.09845687645687645
Cases,Pfizer: 4th COVID-19 vaccine dose will be needed,"And it's unclear if those people had gotten boosters early for medical reasons that may have made them more vulnerable to severe illness. Two years into the pandemic, COVID-19 cases, hospitalizations and deaths have dramatically dropped over the past several weeks. About 65% of Americans are fully vaccinated, and about 29% are both vaccinated and boosted.",2022-03-15,fox35orlando.com,Global,Pfizer,PFE,0.0,-0.025000000000000005,-0.012500000000000002,0.08779870129870129,negative,positive,2022-03-14,2022-03-16,0.10156058802308802,0.09845687645687645
Covid19,"Expert emphasises Covid-19 vaccine booster is essential, not extra - www.indianweekender.co.nz","The Covid-19 vaccine booster needs a rebrand because it sounds like it is an ""optional extra"", says a public health expert, as worry rises about stalling rates. Only 73 percent of people have had the vaccine booster, despite nearly 90 percent of eligible people being double vaccinated three months ago - the stand-down period required to get boosted - and the Omicron outbreak sweeping through the country. University of Auckland public health lecturer Collin Tukuitonga said the word 'booster' could make the dose sound like an optional extra. ""My own view is that we should never have described the two doses as being fully vaxxed,"" he said. ""Fully vaxxed in my mind for Omicron is the three doses and ... we should be clearer that the booster is essential in ensuring protection from Omicron.""",2022-03-15,indianweekender.co.nz,New Zealand,,,0.0,0.11000000000000001,0.05500000000000001,0.08779870129870129,positive,positive,2022-03-14,2022-03-16,0.10156058802308802,0.09845687645687645
Covid19,"Virginia's COVID-19 vaccine stockpile grows to nearly 750,000 doses","Virginia's COVID-19 vaccine stockpile grows to nearly 750,000 doses Other states across America are reporting similar dilemmas, where vaccine supply has greatly outpaced current demand. NORFOLK, Va. — Joining other states, Virginia health leaders report a vaccine stockpile totaling close to three-quarters of a million doses, while vaccine rates trend downward. ""There is just less people to vaccinate. A lot of states are in this position,""",2022-03-15,13newsnow.com,Global,,,0.1,0.06904761904761905,0.08452380952380953,0.08779870129870129,positive,positive,2022-03-14,2022-03-16,0.10156058802308802,0.09845687645687645
Covid19,Governor Wolf: Pennsylvania Reaches New COVID-19 Vaccine Milestone,"We know that vaccines are safe and effective and our best defense against COVID-19."" As of today, February 23, Pennsylvania vaccine providers have administered 28,685,125 COVID-19 vaccines. Last week, the Department of Health released updated post-vaccination data which continues to show that COVID-19 vaccinations are effective at preventing severe illness, hospitalization, and death. ""If you still have not received your COVID-19 vaccination, second dose or booster, I urge you to visit a vaccine provider today,"" said Gov. Wolf. Vaccines are free and available across the commonwealth.",2022-03-16,governor.pa.gov,,,,0.13636363636363635,0.4375,0.2869318181818182,0.09845687645687645,positive,positive,2022-03-15,2022-03-17,0.08779870129870129,0.09731174843674842
Covid19,Pfizer/BioNTech seek FDA authorization for fourth Covid-19 vaccine doses for people 65 and up,"Two doses of the Pfizer/BioNTech coronavirus vaccine are available for people 5 and older, and people 12 and older are eligible to receive a booster five months after their second shot. The-CNN-Wire ™ & © 2022 Cable News Network, Inc., a WarnerMedia Company. All rights reserved.",2022-03-16,news-daily.com,Global,Pfizer,PFE,0.0,0.18333333333333332,0.09166666666666666,0.09845687645687645,positive,positive,2022-03-15,2022-03-17,0.08779870129870129,0.09731174843674842
Covid19,Vaccinated with one J&J jab? You can now get two Covid-19 vaccine boosters,"From Monday, people who have been vaccinated with one shot of the Johnson & Johnson (J&J) vaccine can get two Covid-19 vaccine boosters. The department of health announced changes at the weekend. According to a circular from the department, from March 14 everyone who was vaccinated with one shot of J&J can get two boosters.",2022-03-16,dispatchlive.co.za,South Africa,Johnson & Johnson,JNJ,0.0,0.0,0.0,0.09845687645687645,neutral,positive,2022-03-15,2022-03-17,0.08779870129870129,0.09731174843674842
Cases,Pfizer seeks US FDA authorisation for fourth Covid-19 vaccine shot for seniors,"People who received a third dose generally fared better against the Delta and Omicron variants than people who received only two doses, according to studies the C enters for Disease Control and Prevention (CDC) released earlier this year. While Covid-19 cases have dropped sharply from their winter peak, there are signs that another increase in infections could be in the cards in the coming weeks.",2022-03-16,straitstimes.com,Global,Pfizer,PFE,0.0,0.07083333333333335,0.03541666666666667,0.09845687645687645,positive,positive,2022-03-15,2022-03-17,0.08779870129870129,0.09731174843674842
Covid19,Pfizer is reportedly seeking approval for a 4th dose of COVID-19 vaccines for seniors,"The request to the Food and Drug Administration and the Centers for Disease Control has not yet been submitted, but Pfizer's CEO Albert Bourla said earlier this week he believes a fourth dose is necessary. ""The protection that you are getting from the third [dose], it is good enough, actually quite good for hospitalizations and deaths,"" he told CBS' Face the Nation. ""It's not that good against infections, but doesn't last very long. But we are just submitting those data to the FDA and then we will see what the experts also will say outside Pfizer."" Pfizer has rolled out COVID-19 vaccines and boosters with varying regimens for specific age groups.",2022-03-16,theweek.com,Global,Pfizer,PFE,0.0,0.15653846153846152,0.07826923076923076,0.09845687645687645,positive,positive,2022-03-15,2022-03-17,0.08779870129870129,0.09731174843674842
Covid19,Iowa state senator falsely claims COVID-19 vaccines not effective,"With its passage out of committee and having previously passed the House, the bill remains eligible for the remainder of this year's legislative session and now goes before the full Senate. The medical community and infectious disease experts widely agree, and data shows, that the COVID-19 vaccines are effective in preventing hospitalization and death. Among those showing the effectiveness of COVID-19 vaccines are the federal Centers for Disease Control and Prevention, Johns Hopkins Medicine and The Mayo Clinic.",2022-03-17,thegazette.com,Global,,,-0.35000000000000003,0.13666666666666666,-0.10666666666666669,0.09731174843674842,negative,positive,2022-03-16,2022-03-18,0.09845687645687645,0.06956825396825397
Covid19,The U.S. Has Shared 7.8+ Million Doses of COVID-19 Vaccine with Ethiopia,"We are pleased to continue to support the Ethiopian Ministry of Health's efforts to vaccinate and protect more Ethiopians. Safe and effective vaccines are our best tool to end the pandemic, and the United States is committed to purchasing and donating 1.1 billion COVID-19 vaccine doses worldwide. To date, the United States has delivered more than 492 million doses of COVID-19 vaccine to more than 110 countries.",2022-03-17,guardian.ng,Nigeria,,,0.0,0.5857142857142856,0.2928571428571428,0.09731174843674842,positive,positive,2022-03-16,2022-03-18,0.09845687645687645,0.06956825396825397
Covid19,Iowa House votes against considering a ban on COVID-19 vaccine mandates,"Under the legislation, employers who fire someone for not getting vaccinated against COVID-19 would be subject to a $50,000 fine. The proposal includes exceptions for when federal law requires vaccination. Fifty-one votes are required to pass a bill in the Iowa House.",2022-03-17,iowapublicradio.org,,,,0.0,0.125,0.0625,0.09731174843674842,positive,positive,2022-03-16,2022-03-18,0.09845687645687645,0.06956825396825397
Covid19,A possible new Covid-19 vaccine could be accessible for more of the world,"While many people in wealthier countries have been vaccinated against Covid-19, there is still a need for vaccination in much of the world. A new vaccine developed at MIT and Beth Israel Deaconess Medical Center may aid in those efforts, offering an inexpensive, easy-to-store, and effective alternative to RNA vaccines. In a new paper, the researchers report that the vaccine, which comprises fragments of the SARS-CoV-2 spike protein arrayed on a virus-like particle, elicited a strong immune response and protected animals against viral challenge.",2022-03-17,scienceblog.com,Global,,,0.25284090909090906,0.22289562289562287,0.23786826599326596,0.09731174843674842,positive,positive,2022-03-16,2022-03-18,0.09845687645687645,0.06956825396825397
Covid19,Emma Teitel: From scaled-up to pop-up: An inside look at Toronto's shifting COVID-19 vaccine strategy | Opinion,"Petkovski gave me a tour of the pharmacy section of the clinic alongside his colleague Shabina Rangarej, manager of the COVID-19 vaccination program at Michael Garron. Both of them recall a time when the vaccine was transported via police escort for fear it would be stolen or compromised. Today, said Rangarej, they are permitted to transport it via taxi; today, said Cressy, it sits at mobile clinics in Styrofoam fridges.",2022-03-17,toronto.com,Global,,,0.0,0.0,0.0,0.09731174843674842,neutral,positive,2022-03-16,2022-03-18,0.09845687645687645,0.06956825396825397
Masks,"Boston Children's hospital doctor on COVID-19 vaccines, kids","AND FOR THOSE FAMILIES, MAYBE EVEN IN COMMUNITIES WHERE TRANSMISSION IS LOW, THE RISK OF BRINGING COVID-19 INTO THE HOUSEHOLD IS STILLOO T HIGH. SUCH THAT IN ADDITION TO MAKING SURE EVERYBODY IN THE FAMILY IS AS VACCINATED AS THEY CODUL BE, THOSE FAMILIES MIGHT ALSO CONSERID HAVING EVERYONE IN THE HOUSEHOLD MASK UP WHEN THEY ARE INDOORS, EVEN IN LOW TRANSMISSION SETTINGS TO REALLY KEEP THE HOUSEHOLD AS SAFE AS POSSIBLE. JESSA:IC ALL RIGHT, WE THANK YOU SO MUCH FOR YO",2022-03-18,wcvb.com,Global,,,0.0,0.18457142857142858,0.09228571428571429,0.06956825396825397,positive,positive,2022-03-17,2022-03-19,0.09731174843674842,0.15780804843304844
Covid19,Canada approves Moderna COVID-19 vaccine for children,"Ottawa, March 18 : Canada has approved the use of the Moderna Spikevax (50 mcg) Covid-19 vaccine in children 6 to 11 years of age. Health Canada said in a statement that this is the second Covid-19 vaccine authorised in Canada for use in this younger age group, Xinhua news agency reported. Previously Pfizer-BioNTech Comirnaty vaccine was approved for children 5 to 11 years old.",2022-03-18,prokerala.com,Global,"Moderna, Pfizer",,0.0,-0.016666666666666663,-0.008333333333333331,0.06956825396825397,negative,positive,2022-03-17,2022-03-19,0.09731174843674842,0.15780804843304844
Masks,"Moderna, Inc.: Moderna Submits Amendment to the Emergency Use Authorization for an Additional Booster Dose of its COVID-19 Vaccine in the U.S.","Real-world evidence continues to confirm the effectiveness and robust safety profile of the Moderna COVID-19 vaccine. Clinical trials are ongoing for Moderna's Omicron-specific booster (mRNA-1273.529) and a bivalent Omicron-specific booster (mRNA-1273.214). INDICATION (U.S.) SPIKEVAX (COVID-19 Vaccine, mRNA) is a vaccine indicated for active immunization to prevent coronavirus disease 2019 (COVID-19) caused by severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) in individuals 18 years of age and older. IMPORTANT SAFETY INFORMATION Do not administer to individuals with a known history of severe allergic reaction (e.g., anaphylaxis) to any component of the vaccine.",2022-03-18,finanznachrichten.de,Germany,Moderna,MRNA,0.0,0.2583333333333333,0.12916666666666665,0.06956825396825397,positive,positive,2022-03-17,2022-03-19,0.09731174843674842,0.15780804843304844
Cases,35 Navy SEALs fight Defense Sec. Austin's COVID-19 vaccination mandate,"But so far, only one such exception has been granted -- and that, to a member of the Ready Reserve. According to the Navy's website, there have been more than 89,000 cases of COVID-19 among active and reserve members. And, since 2020, there have been 17 deaths.",2022-03-18,13newsnow.com,Global,,,-0.1,0.11111111111111112,0.005555555555555557,0.06956825396825397,positive,positive,2022-03-17,2022-03-19,0.09731174843674842,0.15780804843304844
